witness_id,name,last_name,phone_number,violation_act_id
1896,Maxie,Rosenshine,635-330-2271,1300
1897,Lennard,Zavattari,452-238-8057,1083
1898,Benni,Mapstone,839-445-6461,1379
1899,Mikey,Grose,731-515-0845,1486
1900,Rube,Masdin,248-809-6416,296
1901,Danny,Marlen,808-860-7388,247
1902,Shanon,Heggman,225-772-5123,1328
1903,Curr,Folonin,468-666-5717,697
1904,Lola,Vanini,990-219-4193,55
1905,Dniren,Stainburn,236-189-1527,125
1906,Brandtr,Spurdens,176-843-7588,662
1907,Eolanda,Pheazey,716-910-4637,999
1908,Ree,Hasel,752-696-1245,1382
1909,Agretha,Loy,794-372-1171,1496
1910,Cherry,MacMurray,314-909-0703,495
1911,Lewes,Giriardelli,994-777-1266,196
1912,Illa,Pepi,289-569-6010,396
1913,Deb,Ralphs,897-574-7827,1098
1914,Pooh,Malloy,271-673-1374,478
1915,Dilan,Pietruszewicz,847-302-4767,159
1916,Forbes,Darter,415-947-6498,318
1917,Edith,Roadnight,688-451-6666,648
1918,Alex,de Verson,942-715-8313,1049
1919,Celesta,Ellar,609-318-2249,1197
1920,Carmella,MacCallam,471-428-6848,996
1921,Murdoch,Wallbutton,323-456-4639,190
1922,Saundra,Lukasen,860-376-4349,57
1923,Myrna,Georgeon,791-179-8441,1054
1924,Kirsten,Keys,472-653-2547,1278
1925,Concordia,Klimashevich,401-759-1240,607
1926,Camellia,Pennacci,262-764-4612,10
1927,Roda,Dmitrichenko,173-211-6599,450
1928,Quintina,Livett,705-171-9038,1030
1929,Aeriell,Lemmer,465-107-9375,977
1930,Mehetabel,Kevis,683-912-0616,331
1931,Gianina,Brocklebank,545-565-0990,16
1932,Sauveur,Larrett,569-561-7809,556
1933,Bary,Marquand,274-874-7484,839
1934,Theobald,Jessup,721-500-7116,420
1935,Kiah,Vallens,247-688-7695,91
1936,Taite,Pietruszka,450-618-7095,267
1937,Tito,Jouannot,832-749-3546,622
1938,Krissy,Shearsby,974-942-8894,81
1939,Olav,Keetch,416-668-9625,842
1940,Idell,Archbell,541-958-5050,60
1941,Nicolai,Bettleson,407-199-6255,335
1942,Lindsy,Madoc-Jones,338-983-8747,263
1943,Letitia,Castellan,137-718-8765,1054
1944,Greer,Symmers,785-127-2936,1491
1945,Cordelie,Danilyuk,396-379-1731,819
1946,Anet,Kynder,691-295-0916,322
1947,Kasey,Bolzen,108-305-5229,1464
1948,Leone,Thorsby,935-368-2280,833
1949,Thurstan,Marjot,762-965-3450,833
1950,Maryjo,Darte,904-214-5432,1117
1951,Matilde,Blaydes,154-448-3876,1221
1952,Eddie,Schlagh,350-989-8920,1153
1953,Aeriel,Fordham,386-612-6257,8
1954,Barris,Blake,636-314-9770,1284
1955,Hastings,MacTrustrie,527-627-0723,897
1956,Saundra,Gerish,894-648-7465,605
1957,Joelie,Ahmad,714-586-2043,588
1958,Dominic,Jellett,550-100-6087,540
1959,Pammie,Greenhalf,721-893-9002,371
1960,Allyn,Attersoll,367-545-0174,4
1961,Desmund,Hindmore,425-845-3325,25
1962,Roselia,Stemson,537-530-5500,1208
1963,Allyson,Loffill,265-969-7428,109
1964,Hermon,Gusticke,529-411-3247,223
1965,Henderson,Vasyukov,818-849-8946,1330
1966,Cesar,Yates,367-746-8958,259
1967,Rozalie,Heinsius,997-268-5796,952
1968,Hillary,McAviy,393-408-6474,359
1969,Lem,Hubber,358-491-4407,515
1970,Anselma,Tomblings,470-592-6603,479
1971,Ferdy,Ludron,474-609-9610,724
1972,Colas,Ivimey,704-112-6333,46
1973,Orin,Binden,828-494-5424,571
1974,Lorrie,Peterken,767-790-1709,263
1975,Odelle,Grahame,630-257-8247,524
1976,Humfrid,Quenell,235-979-0172,1197
1977,Liana,Trillow,659-930-8951,149
1978,Forrester,Clell,554-464-8667,625
1979,Anette,Rembaud,763-167-8452,666
1980,Brice,Gabala,422-562-7941,1026
1981,Garrot,Gilliatt,284-438-1950,407
1982,Zacharia,Mullen,430-257-1139,1344
1983,Burke,Headech,414-700-2190,222
1984,Kissie,Kobierski,213-215-9700,1005
1985,Hashim,Loughnan,694-524-9550,270
1986,Rahal,Moorey,744-372-1003,645
1987,Roderic,Makey,608-181-3586,402
1988,Lurleen,Dawidsohn,652-929-5411,920
1989,Renate,Bristo,639-824-6305,220
1990,Alyosha,O' Clovan,657-906-2202,1119
1991,Leia,Sargood,310-877-3695,978
1992,Dorine,Martellini,908-252-5464,298
1993,Eugenie,Whittaker,367-761-1989,941
1994,Sheilah,Masden,675-965-2623,1444
1995,Mal,Bilton,552-586-5946,1101
1996,Allistir,Iacomo,776-297-8076,882
1997,Baxter,McAllen,228-167-8364,50
1998,Barbie,Bickley,845-735-4684,191
1999,Darwin,Gauche,682-573-2999,466
2000,Benjamen,Vany,637-224-6619,506
